名称,種類,所在地,関連URL,写真,回収地区,回収日,回収品目,その他情報,コメント,経度,緯度
中央林間北  3,総合,大和市中央林間4-7-12  東急ドエル中央林間エクシードA棟,,,回収地区1,A資源-毎月1・3回目木<BR>B資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,019-E-8,139.4479813,35.5031005
中央林間北  8,総合,大和市中央林間4-7-3  東急ドエルアルス中央林間,,,回収地区1,A資源-毎月1・3回目木<br>B資源-毎月2・4回目木<br>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,019-E-9,139.4480414,35.5026637
中央林間北  9,総合,大和市中央林間4-8-15  ライオンズステージ中央林間,,,回収地区1,A資源-毎月1・3回目木<br>B資源-毎月2・4回目木<br>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,019-F-10,139.4486127,35.5022532
中央林間北  10,総合,大和市中央林間4-6-20  ライオンズステーションプラザ中央林間,,,回収地区1,A資源-毎月1・3回目木<br>B資源-毎月2・4回目木<br>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,019-E-7,139.4479054,35.5037193
中央林間北  4,総合,大和市中央林間4-2  東急ドエル中央林間エクシードB棟,,,回収地区1,A資源-毎月1・3回目木<BR>B資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,019-E-9,139.4478737,35.5028369
長堀  10,総合,大和市下鶴間2-11-29  マイキャッスル大和パークサイド,,,回収地区6,A資源-毎月2・4回目水<BR>B資源-毎月1・3回目水<BR>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,059-E-1,139.4655832,35.487967
長堀  6,総合,大和市下鶴間2767-5  ハイホーム鶴間ブロードタウン,,,回収地区6,A資源-毎月2・4回目水<br>B資源-毎月1・3回目水<br>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,049-D-8,139.4649958,35.4897815
長堀  11,総合,大和市下鶴間2772-11  ナイスアーバン南林間2,,,回収地区6,A資源-毎月2・4回目水<BR>B資源-毎月1・3回目水<BR>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,048-F-6,139.4613018,35.4903805
長堀  5,総合,大和市下鶴間2774-2  モアグランデ南林間,,,回収地区6,A資源-毎月2・4回目水<br>B資源-毎月1・3回目水<br>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,048-H-7,139.4625336,35.490498
長堀  7,総合,大和市下鶴間2776-1  大和ハイデンス,,,回収地区6,A資源-毎月2・4回目水<br>B資源-毎月1・3回目水<br>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,048-H-9,139.46262,35.4891306
島津  7,総合,大和市深見東2-1-18  大和瓦工業（株）,,,回収地区6,A資源-毎月2・4回目水<BR>B資源-毎月1・3回目水<BR>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,078-B-2,139.4680105,35.47864
鶴間二丁目  6,総合,大和市鶴間2-10-17  ライオンズステーションプラザ鶴間,,,回収地区6,A資源-毎月2・4回目水<BR>B資源-毎月1・3回目水<BR>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,057-C-3,139.4556809,35.487513
鶴間台  10,総合,大和市鶴間1-27  L・ヴィアーレシティ,,,回収地区6,A資源-毎月2・4回目水<br>B資源-毎月1・3回目水<br>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,058-B-7,139.4593893,35.4855722
鶴間台  12,総合,大和市鶴間1-19-5  クリオ鶴間 弐番館,,,回収地区6,A資源-毎月2・4回目水<BR>B資源-毎月1・3回目水<BR>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,065-G-1,139.457835,35.483681
鶴間新町  10,総合,大和市中央林間西1-13-6  コトー中央林間,,,回収地区1,A資源-毎月1・3回目木<BR>B資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,029-A-10,139.445575,35.4975733
鶴間新町  12,総合,大和市中央林間西5-1-25  中央林間ガーデニア,,,回収地区1,A資源-毎月1・3回目木<br>B資源-毎月2・4回目木<br>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,028-A-9,139.4411518,35.4980573
鶴間新町  11,総合,大和市中央林間西5-2-7  Jcity中央林間,,,回収地区1,A資源-毎月1・3回目木<BR>B資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,027-H-9,139.4404846,35.4983021
鶴間新町  13,総合,大和市中央林間西6-10-52　ライオンズマンション中央林間第6,,,回収地区1,A資源-毎月1・3回目木<BR>B資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,025-D-4,139.4341724,35.5001833
相模大塚北  7,総合,大和市桜森3-16-19  ガーデンホームズ相模大塚,,,回収地区5,A資源-毎月1・3回目水<BR>B資源-毎月2・4回目水<BR>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,080-A-9,139.4411329,35.4713992
長堀  13,総合,大和市下鶴間2-8-11  YBBC,,,回収地区6,A資源-毎月2・4回目水<BR>B資源-毎月1・3回目水<BR>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,049-D-10,139.4652724,35.4885867
長堀  12,総合,大和市下鶴間2-11-1  ラブリハイツ鶴間,,,回収地区6,A資源-毎月2・4回目水<BR>B資源-毎月1・3回目水<BR>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,049-E-10,139.4654331,35.4887264
長堀  14,総合,大和市下鶴間2-9-15  クリオ鶴間壱番館,,,回収地区6,A資源-毎月2・4回目水<br>B資源-毎月1・3回目水<br>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,049-D-9,139.4651947,35.4891368
長堀  15,総合,大和市下鶴間2771-7  南林間パークホームズ,,,回収地区6,A資源-毎月2・4回目水<BR>B資源-毎月1・3回目水<BR>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,048-F-4,139.4613661,35.4912098
プリムローズ大和  1,総合,大和市深見西2-4-19  プリムローズ大和,,,回収地区8,A資源-毎月2・4回目火<br>B資源-毎月1・3回目火<br>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,集合住宅等の専用,085-H-2,139.4669915,35.4739974
一之関  13,総合,大和市深見西4-34  アーバンライフ鶴間,,,回収地区6,A資源-毎月2・4回目水<BR>B資源-毎月1・3回目水<BR>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,065-G-7,139.4576099,35.4808921
鶴間台  13,総合,大和市鶴間1-17-1  市営鶴間台住宅,,,回収地区6,A資源-毎月2・4回目水<br>B資源-毎月1・3回目水<br>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,065-E-3,139.4565475,35.4828855
中央二・三丁目  18,総合,大和市中央2-4-14  全広社第二ビル,,,回収地区7,A資源-毎月1・3回目火<BR>B資源-毎月2・4回目火<BR>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,集合住宅等の専用,092-H-7,139.4628075,35.4676108
下和田  5,総合,大和市下和田752  エスト・グランディール大和南,,,回収地区10,A資源-毎月2・4回目金<br>B資源-毎月1・3回目金<br>容器包装プラ-毎週土,A資源、B資源、容器包装プラ,集合住宅等の専用,166-E-8,139.4702511,35.4222639
海上自衛隊大和宿舎  1,総合,大和市福田4417-2  海上自衛隊大和宿舎B棟,,,回収地区9,A資源-毎月1・3回目金<BR>B資源-毎月2・4回目金<BR>容器包装プラ-毎週土,A資源、B資源、容器包装プラ,集合住宅等の専用,134-F-2,139.4616501,35.4426195
海上自衛隊大和宿舎  2,総合,大和市福田4417-2  海上自衛隊大和宿舎D棟,,,回収地区9,A資源-毎月1・3回目金<BR>B資源-毎月2・4回目金<BR>容器包装プラ-毎週土,A資源、B資源、容器包装プラ,集合住宅等の専用,134-F-1,139.4616233,35.4433135
海上自衛隊大和宿舎  3,総合,大和市福田4417-2  海上自衛隊大和宿舎G棟,,,回収地区9,A資源-毎月1・3回目金<BR>B資源-毎月2・4回目金<BR>容器包装プラ-毎週土,A資源、B資源、容器包装プラ,集合住宅等の専用,128-G-8,139.4621913,35.4444265
海上自衛隊大和宿舎  4,総合,大和市福田4417-2  海上自衛隊大和宿舎J棟,,,回収地区9,A資源-毎月1・3回目金<BR>B資源-毎月2・4回目金<BR>容器包装プラ-毎週土,A資源、B資源、容器包装プラ,集合住宅等の専用,128-H-10,139.4630004,35.4434619
鶴間新町  21,総合,大和市中央林間西6-8　大ちゃん公園前,,,回収地区1,A資源-毎月1・3回目木<BR>B資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,027-A-4,139.4365783,35.5001353
善光明  10,総合,大和市福田2363-4  アデニウム大和桜ヶ丘,,,回収地区10,A資源-毎月2・4回目金<BR>B資源-毎月1・3回目金<BR>容器包装プラ-毎週土,A資源、B資源、容器包装プラ,集合住宅等の専用,144-C-2,139.4691465,35.4382637
中央五丁目  10,総合,大和市中央5-2-27  リガ-レ大和ステーションプラザ,,,回収地区7,A資源-毎月1・3回目火<BR>B資源-毎月2・4回目火<BR>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,集合住宅等の専用,102-H-2,139.4627164,35.4651754
深見中原  9,総合,大和市深見西2-7-47  レクセルガーデン大和,,,回収地区8,A資源-毎月2・4回目火<br>B資源-毎月1・3回目火<br>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,集合住宅等の専用,085-C-1,139.4648046,35.4746531
中央四丁目  8,総合,大和市中央4-3-11  ネオスアクシア大和駅前,,,回収地区7,A資源-毎月1・3回目火<br>B資源-毎月2・4回目火<br>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,集合住宅等の専用,102-H-1,139.4625243,35.4655722
中央二・三丁目  21,総合,大和市中央2-1-9  藤和シティホームズ大和,,,回収地区7,A資源-毎月1・3回目火<BR>B資源-毎月2・4回目火<BR>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,集合住宅等の専用,092-H-8,139.462904,35.4672224
鶴間新町  22,総合,大和市中央林間西6-8-23　ファーネスト中央林間,,,回収地区1,A資源-毎月1・3回目木<br>B資源-毎月2・4回目木<br>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,027-C-4,139.4377192,35.5005138
長堀  16,総合,大和市下鶴間2775-5  グランディ大和,,,回収地区6,A資源-毎月2・4回目水<BR>B資源-毎月1・3回目水<BR>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,049-A-7,139.4634344,35.4901318
鶴間台  11,総合,大和市鶴間1-20-5  Dレスティア鶴間,,,回収地区6,A資源-毎月2・4回目水<BR>B資源-毎月1・3回目水<BR>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,066-A-1,139.4589924,35.4838774
三ツ和  16,総合（A・B資源のみ）,大和市深見東1-1-21  グランドステージ大和,,,回収地区8,A資源-毎月2・4回目火<br>B資源-毎月1・3回目火,A資源、B資源,集合住宅等の専用,086-C-2、容器包装プラの回収はありません,139.4689258,35.4740976
大和東伸和 6,総合,大和市大和東1-12-25  ルネ大和,,,回収地区8,A資源-毎月2・4回目火<BR>B資源-毎月1・3回目火<BR>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,集合住宅等の専用,094-F-9,139.4707111,35.4666375
桜ヶ丘  20,総合,大和市福田5690-1  ライオンズ大和セントマークス,,,回収地区10,A資源-毎月2・4回目金<BR>B資源-毎月1・3回目金<BR>容器包装プラ-毎週土,A資源、B資源、容器包装プラ,集合住宅等の専用,116-F-5,139.4702051,35.4545871
南林間東南  14,総合,大和市林間1-3-22  ナイスエスアリーナ南林間,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,集合住宅等の専用,046-E-3,139.4523533,35.4919736
大和東三丁目  12,総合,大和市深見西2-1-34  セントラルコート大和深見西,,,回収地区8,A資源-毎月2・4回目火<BR>B資源-毎月1・3回目火<BR>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,集合住宅等の専用,085-F-8,139.4662422,35.4717789
南林間東南  15,総合,大和市林間1-13-6  グラード南林間,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,集合住宅等の専用,047-A-4,139.4544087,35.491198
中央林間北  15,総合,大和市中央林間4-9-13  パークハウス中央林間,,,回収地区1,A資源-毎月1・3回目木<BR>B資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,019-G-10,139.4490687,35.5024703
中央林間内山  33,総合,大和市中央林間6-1-5,,,回収地区1,A資源-毎月1・3回目木<BR>B資源-毎月2・4回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,009-E-10,139.4476273,35.5065773
鶴間二丁目  7,総合,大和市鶴間2-1-24  エスポルタ,,,回収地区6,A資源-毎月2・4回目水<br>B資源-毎月1・3回目水<br>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,057-A-4,139.4543894,35.4869754
大和原  10,総合,大和市下鶴間2-12-27　クレストフォルム鶴間オークガーデン,,,回収地区6,A資源-毎月2・4回目水<BR>B資源-毎月1・3回目水<BR>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,059-F-6,139.4661404,35.4859025
中央二・三丁目  23,総合,大和市中央3-5-4  イニシア大和中央,,,回収地区7,A資源-毎月1・3回目火<br>B資源-毎月2・4回目火<br>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,集合住宅等の専用,092-D-5,139.460794,35.4683196
ドミールシャルマン 1,総合,大和市西鶴間3-3-4　ドミールシャルマンI・II,,,回収地区5,A資源-毎月1・3回目水<BR>B資源-毎月2・4回目水<BR>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,057-A-8,139.4548396,35.4850689
つきみ野  234,総合,大和市つきみ野1-1-1　ワコーレつきみ野,,,回収地区2,A資源-毎月2・4回目木<BR>B資源-毎月1・3回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,031-G-8,139.4577546,35.4987648
南林間東南  18,総合,大和市林間1-2-5  ブリリア南林間ハイライズ,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,集合住宅等の専用,046-E-6,139.4523909,35.4904984
大和南第六  1,総合,大和市大和南2-4-8  グランシーナ大和プレミアムフォート,,,回収地区8,A資源-毎月2・4回目火<br>B資源-毎月1・3回目火<br>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,集合住宅等の専用,104-C-4,139.4687818,35.4644059
深見中原  10,総合,大和市深見西3-1-15  シュロス大和ブリージア,,,回収地区8,A資源-毎月2・4回目火<BR>B資源-毎月1・3回目火<BR>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,集合住宅等の専用,076-F-9,139.4613233,35.4755324
つきみ野  238,総合,大和市つきみ野3-2-1  ルナパレスつきみ野A・B,,,回収地区2,A資源-毎月2・4回目木<BR>B資源-毎月1・3回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,021-H-10,139.458079,35.5021252
桜森  14,総合,大和市桜森2-15-20  ビジュ桜森,,,回収地区5,A資源-毎月1・3回目水<br>B資源-毎月2・4回目水<br>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,088-B-10,139.4412938,35.4660639
南林間東南  19,総合,大和市林間1-10-5  エスポワール南林間,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,集合住宅等の専用,046-G-4,139.4533125,35.4913887
大和南第三  5,総合,大和市大和南2-2-4  イニシア大和南,,,回収地区8,A資源-毎月2・4回目火<br>B資源-毎月1・3回目火<br>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,集合住宅等の専用,103-H-2,139.4669394,35.4651333
コスモ大和  2,総合（A・B資源のみ）,大和市中央4-14-15  コスモ大和スターアベニュー中央7号公園,,,回収地区7,A資源-毎月1・3回目火<br>B資源-毎月2・4回目火,A資源、B資源,集合住宅等の専用,091-H-10、容器包装プラの回収はありません,139.458333,35.4660439
中央二・三丁目  24,総合,大和市中央2-14-12  ホーユウコンフォルト大和中央,,,回収地区7,A資源-毎月1・3回目火<br>B資源-毎月2・4回目火<br>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,集合住宅等の専用,092-C-3,139.4603172,35.4694609
ラポール中央林間  1,総合,大和市下鶴間1779-5  ラポール中央林間,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,集合住宅等の専用<BR>R7南林間東北自治会から脱退<BR>南林間東北15から名称変更,038-H-1,139.4540587,35.4971518
つきみ野  205,小規模,大和市つきみ野2-4-1  グリーンヒル3敷地内,,,回収地区2,A資源-毎月2・4回目木<br>容器包装プラ-毎週火,A資源、容器包装プラ,集合住宅等の専用,023-C-10、B資源の回収はありません,139.464521,35.5019621
コーポ下鶴間  2,小規模,大和市西鶴間2-26  コーポ下鶴間6号,,,回収地区3,A資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、容器包装プラ,集合住宅等の専用,055-G-10、B資源の回収はありません,139.4489936,35.4840476
コーポ下鶴間  3,小規模,大和市西鶴間2-26  コーポ下鶴間8号,,,回収地区3,A資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、容器包装プラ,集合住宅等の専用,056-A-10、B資源の回収はありません,139.4501457,35.4840563
コーポ下鶴間  4,小規模,大和市西鶴間2-26  コーポ下鶴間2号,,,回収地区3,A資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、容器包装プラ,集合住宅等の専用,063-E-1、B資源の回収はありません,139.4482917,35.4836984
コーポ下鶴間  5,小規模,大和市西鶴間2-26  コーポ下鶴間3号,,,回収地区3,A資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、容器包装プラ,集合住宅等の専用,063-F-2、B資源の回収はありません,139.4483399,35.4830438
相鉄コープ  2,小規模,大和市上和田181  相鉄コープ南瀬谷3号棟西側,,,回収地区10,容器包装プラ-毎週土,容器包装プラ,集合住宅等の専用,117-F-4、A資源、B資源の回収はありません,139.4749447,35.4554721
相鉄コープ  3,小規模,大和市上和田181  相鉄コープ南瀬谷2号棟東側,,,回収地区10,容器包装プラ-毎週土,容器包装プラ,集合住宅等の専用,118-A-3、A資源、B資源の回収はありません,139.4765303,35.4557262
大和東三丁目  9,小規模（容器包装プラのみ）,大和市深見西2-3-7  サンクレスト大和,,,回収地区8,容器包装プラ-毎週金,容器包装プラ,集合住宅等の専用,085-H-5、A・B資源の回収はありません,139.4673889,35.4729443
大和東三丁目  10,小規模（容器包装プラのみ）,大和市深見西2-3-6  サンクレスト大和2,,,回収地区8,容器包装プラ-毎週金,容器包装プラ,集合住宅等の専用,085-H-5、A・B資源の回収はありません,139.4673996,35.4727348
中央二・三丁目  17,小規模,大和市中央3-3-18  大和ダイヤモンドマンション,,,回収地区7,A資源-毎月1・3回目火<BR>容器包装プラ-毎週金,A資源、容器包装プラ,集合住宅等の専用,091-G-6、B資源の回収はありません,139.4579136,35.4678744
長堀  9,小規模,大和市下鶴間2771-6  ハイム下鶴間,,,回収地区6,A資源-毎月2・4回目水<BR>容器包装プラ-毎週木,A資源、容器包装プラ,集合住宅等の専用<BR>R7.4.2全戸退去の為廃止,048-G-4、B資源の回収はありません,139.4618698,35.4914018
中央二・三丁目  19,小規模,大和市中央2-3-18  グレイス大和シティコア,,,回収地区7,A資源-毎月1・3回目火<BR>容器包装プラ-毎週金,A資源、容器包装プラ,集合住宅等の専用,092-G-7、B資源の回収はありません,139.462052,35.4676588
つきみ野  236,小規模,大和市つきみ野5-12-1  メゾンアイズ,,,回収地区2,A資源-毎月2・4回目木<br>容器包装プラ-毎週火,A資源、容器包装プラ,集合住宅等の専用,012-E-3、B資源の回収はありません,139.4608955,35.5098309
つきみ野  142,小規模,大和市つきみ野6-1-3  コーポ古木,,,回収地区2,A資源-毎月2・4回目木;br;容器包装プラ-毎週火,A資源、容器包装プラ,集合住宅等の専用,011-C-7、B資源の回収はありません,139.4554558,35.50807
西鶴間小田急  7,小規模,大和市西鶴間4-5-21  セザール鶴間,,,回収地区5,A資源-毎月1・3回目水<BR>容器包装プラ-毎週木,A資源、容器包装プラ,集合住宅等の専用,064-A-3、B資源の回収はありません,139.4498617,35.4829914
一之関  12,総合,大和市深見西8-10-31  レックス大和アークコート,,,回収地区6,A資源-毎月2・4回目水<BR>B資源-毎月1・3回目水<BR>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,059-G-9,139.4667191,35.4844884
海上自衛隊大和宿舎  5,小規模,大和市福田4417-2  海上自衛隊大和宿舎A棟,,,回収地区9,A資源-毎月1・3回目金<BR>容器包装プラ-毎週土,A資源、容器包装プラ,集合住宅等の専用,134-F-3、B資源の回収はありません,139.4616662,35.4422355
海上自衛隊大和宿舎  6,小規模,大和市福田4417-2  海上自衛隊大和宿舎C棟,,,回収地区9,A資源-毎月1・3回目金<BR>容器包装プラ-毎週土,A資源、容器包装プラ,集合住宅等の専用,134-F-1、B資源の回収はありません,139.4616394,35.442912
海上自衛隊大和宿舎  10,小規模,大和市福田4417-2  海上自衛隊大和宿舎I棟,,,回収地区9,A資源-毎月1・3回目金<BR>容器包装プラ-毎週土,A資源、容器包装プラ,集合住宅等の専用,134-H-1、B資源の回収はありません,139.4629468,35.4431957
海上自衛隊大和宿舎  7,小規模,大和市福田4417-2  海上自衛隊大和宿舎E棟,,,回収地区9,A資源-毎月1・3回目金<BR>容器包装プラ-毎週土,A資源、容器包装プラ,集合住宅等の専用,128-G-9、B資源の回収はありません,139.4621431,35.4439638
海上自衛隊大和宿舎  8,小規模,大和市福田4417-2  海上自衛隊大和宿舎H棟,,,回収地区9,A資源-毎月1・3回目金<BR>容器包装プラ-毎週土,A資源、容器包装プラ,集合住宅等の専用,128-G-7、B資源の回収はありません,139.4621806,35.4446927
海上自衛隊大和宿舎  9,小規模,大和市福田4417-2  海上自衛隊大和宿舎K棟,,,回収地区9,A資源-毎月1・3回目金<BR>容器包装プラ-毎週土,A資源、容器包装プラ,集合住宅等の専用,128-H-10、B資源の回収はありません,139.4628504,35.4437936
山王原  20,小規模,大和市下鶴間2785-34  ナイスアーバン南林間,,,回収地区6,A資源-毎月2・4回目水<BR>容器包装プラ-毎週木,A資源、容器包装プラ,集合住宅等の専用,048-C-7、B資源の回収はありません,139.4599569,35.4902802
山王原  21,小規模,大和市下鶴間2785-34  ナイスアーバン鶴間,,,回収地区6,A資源-毎月2・4回目水<BR>容器包装プラ-毎週木,A資源、容器包装プラ,集合住宅等の専用,048-B-7、B資源の回収はありません,139.4595211,35.4902888
山王原  18,小規模,大和市下鶴間2788  カーサ山王,,,回収地区6,A資源-毎月2・4回目水<BR>容器包装プラ-毎週木,A資源、容器包装プラ,集合住宅等の専用,048-D-3、B資源の回収はありません,139.4607338,35.4920303
山王原  19,小規模,大和市下鶴間2949-1  リッツハウス,,,回収地区6,A資源-毎月2・4回目水<BR>容器包装プラ-毎週木,A資源、容器包装プラ,集合住宅等の専用,048-F-2、B資源の回収はありません,139.4615215,35.4922311
西鶴間小田急  5,小規模,大和市西鶴間4-5-23  サンケイパレス鶴間,,,回収地区5,A資源-毎月1・3回目水<BR>容器包装プラ-毎週木,A資源、容器包装プラ,集合住宅等の専用,063-H-2、B資源の回収はありません,139.4497653,35.4832053
西鶴間小田急  6,小規模,大和市西鶴間4-3-18,,,回収地区5,A資源-毎月1・3回目水<BR>容器包装プラ-毎週木,A資源、容器包装プラ,集合住宅等の専用,064-B-2、B資源の回収はありません,139.4506494,35.4831354
大和東三丁目  11,小規模（容器包装プラのみ）,大和市大和東3-6-7  グラッセ大和,,,回収地区8,容器包装プラ-毎週金,容器包装プラ,集合住宅等の専用,093-H-3、A・B資源の回収はありません,139.4672335,35.4693348
桜森  13,小規模,大和市桜森2-16-9  ヴィクトリアパーク,,,回収地区5,A資源-毎月1・3回目水<BR>容器包装プラ-毎週木,A資源、容器包装プラ,集合住宅等の専用,098-Ｂ-1、B資源の回収はありません,139.4418295,35.4653762
上草柳東  6,小規模（容器包装プラのみ）,大和市上草柳4-4-31　カサグランデY.F.S,,,回収地区7,容器包装プラ-毎週金,容器包装プラ,集合住宅等の専用,084-A-1、A・B資源の回収はありません,139.4589924,35.4748734
つきみ野  237,小規模,大和市つきみ野6-1-5,,,回収地区2,A資源-毎月2・4回目木<br>容器包装プラ-毎週火,A資源、容器包装プラ,集合住宅等の専用,011-C-6、B資源の回収はありません,139.4555121,35.5087061
コスモ大和  3,小規模（容器包装プラのみ）,大和市中央4-13-23  コスモ大和スターアベニュー3号棟,,,回収地区7,容器包装プラ-毎週金,容器包装プラ,集合住宅等の専用,101-G-2、A・B資源の回収はありません,139.4580546,35.4652147
つきみ野  240,総合,大和市つきみ野1-2-2  エスポワール前,,,回収地区2,A資源-毎月2・4回目木<BR>B資源-毎月1・3回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,031-G-3・4,139.4574492,35.5007026
鶴間  6,総合,大和市鶴間1-1-16  センチュリー鶴間,,,回収地区6,A資源-毎月2・4回目水<BR>B資源-毎月1・3回目水<BR>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,057-B-5,139.4548289,35.4860946
鶴間新町  26,総合,大和市中央林間西6-9-5　中央林間レジデンス,,,回収地区1,A資源-毎月1・3回目木<br>B資源-毎月2・4回目木<br>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,027-A･B-3,139.4367829,35.5006147
一之関  15,総合,大和市下鶴間2748-4-2  NPO法人ニューライフ大和第2寮駐車場内,,,回収地区6,A資源-毎月2・4回目水<br>B資源-毎月1・3回目水<br>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,集合住宅等の専用,060-A-1,139.4673836,35.4882446
南林間南  12,総合,大和市南林間1-9  リストレジデンス南林間,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,集合住宅等の専用,045-H-3,139.4493419,35.4917335
中央四丁目  9,総合,大和市中央4-3  日神パレステージ大和,,,回収地区7,A資源-毎月1・3回目火<BR>B資源-毎月2・4回目火<BR>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,集合住宅等の専用,102-H-1,139.4629522,35.4654111
鶴間新町  25,小規模,大和市中央林間西5-11-15　アゼリヤ8,,,回収地区1,A資源-毎月1・3回目木<br>容器包装プラ-毎週火,A資源、容器包装プラ,集合住宅等の専用,028-A-5、B資源の回収はありません,139.441073,35.5000556
山王原  22,小規模,大和市下鶴間2842-4　シャトレービサイド前,,,回収地区6,A資源-毎月2・4回目水<BR>容器包装プラ-毎週木,A資源、容器包装プラ,集合住宅等の専用,049-C-5、B資源の回収はありません,139.4642596,35.4909567
鶴間新町  27,総合,大和市中央林間西3-1-3,,,回収地区1,A資源-毎月1・3回目木<br>B資源-毎月2・4回目木<br>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,集合住宅等の専用,035-E･F-5,139.439214,35.495183
